5011	5141
9381	12329
1583	2477
15791	14424
9427	7421
13828	7557
17826	17407
15578	163
15663	10496
12855	12904
796	12488
17521	14786
4017	1237
11608	3683
518	66
6034	12894
11363	731
4817	6248
14758	4425
15837	10708
12098	9664
9427	11446
10295	11954
4777	17293
13542	17321
5280	8917
12855	3484
8472	1648
1355	5129
9381	12909
7435	6717
15179	6784
17819	6832
6236	14240
2394	1895
17293	6388
764	5081
12212	219
11428	586
5623	17852
4738	13482
15743	10747
18197	10629
11379	18147
13979	5024
11702	6584
13572	261
17521	2602
16080	13501
12855	18170
6481	5776
2208	8221
5691	16096
12315	6903
16478	10191
15341	675
10678	4826
16987	3984
17826	96
11427	5490
14087	9299
10332	17819
4539	254
13274	3847
3914	18432
1191	8362
8099	4964
11330	3012
13581	4043
9785	17162
1832	17539
14044	12703
16810	6753
5049	12809
2236	8632
8759	5310
5024	3136
10986	260
10570	4388
6380	14880
4817	11882
16342	17036
4420	17974
11674	11722
3320	4129
8362	16381
7349	11218
6154	1320
6929	17608
5429	9018
7181	8099
8505	16703
11330	3464
12070	5891
11330	17401
14351	17321
18280	17340
10458	7719
18430	7097
370	254
18238	17886
11787	12272
2691	11823
16210	7853
10880	2202
2326	17499
8950	3259
10144	12147
5195	4073
140	12729
1131	5705
3902	8162
9614	14566
11782	7107
16599	4852
12946	14694
17520	4058
17082	15440
17048	18155
828	12243
12159	9963
11330	4668
14227	4349
575	13683
2570	14470
5570	254
52	16267
16638	17718
5932	16030
6920	18385
11108	7169
5310	5900
4904	5560
11688	725
4111	6784
17767	8854
13923	4601
13923	13196
15072	11961
15982	3340
1719	2426
63	4323
14880	2838
11042	11765
7838	12546
13696	13971
18238	1480
9889	2094
10063	14044
5459	10956
17264	13146
11182	12820
8514	312
17856	14018
15879	564
2885	5705
15872	782
3023	13109
515	6411
13281	14674
2086	10831
15738	16723
3391	6241
370	14016
18152	6382
7491	4675
17708	2188
11815	7928
1274	16265
12855	5635
17458	12435
16329	17617
11537	3223
10546	4351
5808	4622
13043	15179
14400	10300
10128	15430
9002	16158
2301	11293
3485	15421
16617	10191
9038	10372
11330	16520
8070	2593
8671	1178
6236	9973
7314	3645
17293	2076
15440	15381
7506	14812
16672	254
15208	17819
2236	17708
15610	14284
14044	1496
9885	731
14644	15299
15743	5700
10695	15410
13678	2573
306	14439
7867	18090
11984	537
8473	1891
11390	4903
17315	18148
15352	1183
759	4324
3308	13109
17521	7013
17846	15543
15632	14148
16906	16615
370	14798
17081	14938
10986	4792
13052	14708
531	7523
14317	9960
3167	5463
5169	13210
11782	142
13696	16321
16638	14028
8097	533
11815	12399
3328	4111
5691	16911
15763	10894
10883	2207
13990	4857
18238	5553
125	10061
225	6076
6962	383
15520	13315
5936	14163
13126	16430
1190	11762
3031	16720
5169	3100
7533	17947
11330	11286
1108	10089
2123	13236
9002	4445
17862	10799
15743	17340
2176	7227
6754	18461
17148	15147
2964	15238
7526	13208
15493	7095
5042	13108
11020	15299
6863	9487
8818	6432
17827	2494
671	1489
17952	4689
1044	1641
13267	17088
13611	7532
5310	14573
10487	9113
13359	10860
11306	1320
3391	5067
5841	7155
3742	9960
5169	5813
3549	9442
10783	13652
8249	15299
15969	254
1340	18264
6440	6979
2235	4750
1127	14572
6380	4780
355	12139
4817	10640
16141	1791
11186	15038
11363	14361
408	8934
14880	2413
8950	14640
18238	10692
8797	13796
12946	16702
17162	7523
16359	8265
13225	9018
14163	8392
16314	5455
13342	1306
8437	11765
14737	13628
8701	9214
15039	5619
11330	8904
9193	12707
5169	4638
7526	15968
9002	18002
11546	4226
17285	6841
10986	6862
5808	3663
18393	11651
3971	5860
4076	8392
5756	13778
5358	2001
6388	963
8818	13698
11679	5028
14337	4397
7060	4351
4780	17325
17876	13300
12719	2591
12937	7241
6541	7577
5666	5024
4420	1178
2003	2188
8236	254
10332	13857
5169	3789
12465	5169
15566	16703
11820	14989
5285	14577
13109	7169
17952	17637
4687	12964
17162	14871
7838	18054
7944	16100
1791	4519
7702	17005
17082	18074
6034	12046
5310	188
4780	16881
13732	12313
5213	3887
14674	5067
13696	2
1507	5602
355	98
7689	12289
1205	2326
12849	670
17743	95
10631	17689
6380	1202
12481	4647
2455	16321
17757	17689
17883	9353
16530	948
271	10124
72	14798
355	5455
5794	14278
17521	3296
2688	3789
7053	7312
18068	15430
6236	8283
17521	2573
1468	4409
17827	142
17952	15772
4961	4953
6236	12222
17857	855
8099	3710
10289	15103
3391	6363
1719	13327
5764	2680
15493	3265
15113	6636
17952	10359
11715	8185
502	3618
4111	4601
1132	13964
18079	9071
13923	17151
7731	7759
8617	6047
18238	7705
6915	12164
15743	608
12005	7432
12764	15973
14664	686
11056	8934
4076	10004
12452	17353
16432	1001
7940	15566
17082	17321
4877	9030
4076	3890
5213	87
5427	11097
17521	13644
7838	254
14491	2536
11924	7432
4285	12099
15352	14505
10986	10443
15559	5455
15974	17500
5161	16323
15494	14880
8679	9362
9127	16210
7966	10955
7491	11103
6410	7323
5739	5080
17827	4464
2885	16055
17069	15381
796	2756
7838	3936
15969	8588
7231	3113
12277	4215
12055	6903
6236	9667
6942	17342
17837	3017
14836	7492
1891	18052
13591	7666
9368	11721
6905	1808
12764	6108
17293	15440
17042	18110
13588	5038
17993	11852
4685	6903
17292	7169
18238	2170
909	5058
9730	7593
10144	14905
10144	6382
9469	8617
6034	13038
405	763
4904	13330
11306	16097
14331	8672
3376	6513
6398	11765
17082	9306
18038	4826
5169	10198
5169	1433
14044	333
15808	12937
3200	17960
16210	9834
16342	9667
7654	17572
8410	13525
2747	53
7594	11088
203	1663
1424	14307
5169	2723
16636	1914
9781	13196
9847	15430
18008	2730
15738	4601
5169	12360
1475	1186
8574	7517
515	949
3742	16822
4861	11297
10384	4694
15743	337
13422	11727
5213	17005
13572	9186
10422	11754
8656	10061
9151	4395
2365	3613
15879	16100
6541	16070
11056	4694
17837	13158
2050	14370
14697	17650
3885	12756
6828	9078
5041	14063
9082	242
11875	18021
7915	12164
7067	9108
13044	7202
11330	18142
6380	3916
17952	3154
11218	142
17162	15890
2731	4826
2916	13751
17521	857
12308	10642
13460	2639
8693	11313
11330	16549
5280	14370
14596	13278
14116	2891
5285	542
7753	11765
405	3394
18430	5096
16016	12764
10128	2209
15352	4174
3914	948
16123	8171
15749	7264
12988	17293
6825	15045
816	10158
14400	16712
16672	9251
2742	2837
17264	17670
8759	15230
9381	7775
2086	3932
3224	17689
3155	16431
17883	7025
4059	12068
14478	8943
12222	6084
1198	10004
16818	8707
5887	8391
5553	15580
12196	12243
8677	16038
11782	163
16961	12924
17175	2491
17035	4655
9859	4826
17712	18407
6236	18072
15914	12328
16818	11981
946	8611
11330	14620
17827	3628
13678	2226
6110	3581
17667	14526
7231	7821
11635	6974
17708	3476
7577	254
8940	4564
13773	18425
11186	1971
10325	16177
13342	11128
16580	0
8574	15995
14333	8092
87	14044
9433	1191
3579	4464
15877	14990
4904	10323
9427	14284
4471	9775
14596	2681
18403	17927
16863	9653
3914	163
10295	12999
15179	7053
6915	16056
12324	16797
12352	13915
2236	14686
11204	3110
15493	17293
13923	16210
7349	11871
3549	333
2209	17321
15493	5596
8707	4002
2562	10003
3885	10191
8041	4054
13574	13728
7838	3266
7580	10761
15099	14640
8992	7312
3092	15430
8158	4894
5358	14947
14376	2755
17264	1264
18107	7828
8759	6143
15494	2121
4797	4317
3216	17386
16614	9857
13258	8710
9427	4206
14596	3856
99	9936
14578	15614
15352	8606
17844	2796
10880	7315
2208	15091
9082	7369
8576	13548
2217	12298
10563	9759
14284	15423
17292	14013
14758	4987
5161	10758
3683	15867
13035	12108
2445	15179
7594	17480
1424	9419
3485	5575
3485	12850
10493	3720
11496	9056
16278	10191
16814	15672
15960	6084
5448	11934
11656	11826
5169	1851
10144	13917
10054	3589
12818	2689
14041	6282
10165	13208
14044	8216
1407	5682
7689	5013
18258	5774
6137	4070
14044	15971
9002	14223
12324	14371
370	14686
9115	4097
6915	2573
13705	13315
15493	16083
15564	16159
15743	8183
5280	6857
15976	2502
5536	17865
622	13474
6084	13652
12855	16999
3829	948
17760	9071
13281	18074
14686	1791
17315	11155
8950	6376
13581	5864
17082	15338
13696	2690
94	17560
9407	3777
16141	15554
11330	3699
15837	4553
15179	4055
10840	17560
11815	1573
12524	6673
6989	9767
2588	4807
18374	17489
10675	17749
18430	6127
8934	5864
15837	2814
18269	2892
607	15277
9959	9936
15009	16723
12352	7984
11363	4807
11853	1108
6391	13208
8426	11420
11330	13626
1108	7568
12308	17293
12053	1102
4181	4622
17056	18453
18107	10075
4076	10683
2570	17514
6236	18461
8759	15836
163	1930
3971	1586
18327	10677
7157	8714
4076	12318
13891	8690
17844	16777
4823	6412
17039	6867
17521	1178
7285	4805
16202	8182
15179	3347
8653	9888
1322	10889
17293	11757
9407	13678
10144	8934
16976	2720
9847	4673
15743	7392
11330	15643
13923	4750
6398	5773
13449	2188
15877	4305
7490	53
12297	13379
11815	6488
4255	5455
11306	11852
1385	5705
13267	2
8369	15331
17521	13004
3885	4467
11330	4110
515	13073
11219	13522
2534	3913
8514	14419
5373	3017
15293	15753
2877	3285
17814	18204
2301	9127
6428	1451
4817	188
6158	14611
14906	18461
15879	9261
11293	18090
13493	11656
18433	13480
8818	7135
14337	4445
533	17042
370	7269
13696	10758
12944	2902
15179	9044
370	17535
12055	10139
7367	1431
17521	399
11429	3166
2899	14207
1272	1320
11330	10044
11496	2177
15776	11149
7093	4483
12167	1605
11330	76
12055	12428
14355	10880
5367	6513
4029	14686
6236	3671
632	10992
6236	17353
5517	9711
8283	5553
4980	16712
17082	6570
8472	3168
3332	6964
17292	15381
17599	6536
2794	13805
16117	254
518	12003
7231	18198
7231	2188
7808	13317
2394	10673
16811	53
15914	15331
12654	2422
13923	2498
1044	5046
9179	4280
9433	1465
4817	16703
11330	7575
15879	6483
5129	4305
8655	13330
6270	3571
8514	5605
15303	4265
5169	8978
15009	18293
7847	7808
17844	5155
7360	8647
11260	15971
8950	15987
2302	3100
2210	16896
11330	11969
13267	7148
5239	10401
4208	4211
9504	14722
14044	4351
17145	7632
9113	7838
16401	2121
16359	17839
11787	1669
5625	10686
4090	8739
11330	1524
14686	12759
8639	14966
3559	6224
17392	6547
13612	7759
12944	9578
11782	15229
2432	1069
17293	7335
13342	7135
17315	2884
13923	14340
15879	12840
2048	9052
7838	13376
2904	2236
2236	14166
13493	13928
13935	7846
6391	16693
10253	11613
13404	9101
7684	1762
3662	14370
13121	11221
3458	3452
15487	17321
2236	17578
370	3790
1890	4119
11706	1342
1588	8009
5161	14002
13923	12327
16595	3904
5093	17763
8561	1811
13711	13506
15879	12780
5358	11579
10289	8620
4461	9235
18412	16139
18068	2021
11787	8262
6760	18425
1407	7142
3742	769
11873	13846
7231	18119
18069	6964
13417	14287
11787	2998
15743	237
3259	12894
6800	11608
8950	4119
16830	13966
15837	1001
8759	14237
12276	7828
8599	15639
10240	13810
17292	1893
3286	13875
225	6867
13581	6418
6066	412
370	12393
11782	13007
17039	7312
16699	9494
11932	15430
16644	11073
9565	14331
14951	12175
3549	11987
9002	4807
3155	1981
3485	6388
9687	6135
8152	4111
13123	725
15743	2188
8707	3913
4076	15147
1284	14197
5178	14227
16678	13647
11330	16657
795	3869
5581	14999
14905	5714
5140	13501
17162	12408
833	1287
8283	13315
4053	6867
2816	3035
17582	3134
7816	18453
15777	2095
10737	15320
7330	1891
14033	4694
4817	7312
11815	18109
7060	8635
1542	10409
17521	8572
3988	11288
17819	10799
6541	12240
16526	13542
11212	12837
2383	6760
5280	15933
5169	6513
9485	13696
2365	11910
8219	14551
13696	1973
189	16285
954	5121
8283	14287
712	6964
2188	5458
5822	11100
11787	15329
16210	668
14951	3400
12171	6694
16348	9157
2444	5455
10754	13478
12059	15451
7838	5760
1211	13528
5322	6246
9614	16696
5846	3662
4049	533
13542	6488
10954	5268
7349	12775
13891	14641
18107	13987
3971	7921
15493	7241
13611	3409
3458	3571
12875	14001
10816	532
16278	1851
12855	2024
3361	17166
6110	9949
1787	1254
15377	5407
13123	12617
6825	5860
5476	8707
2209	13108
12186	13202
9433	8875
1132	948
6472	7223
2096	7044
6885	10535
10507	4694
11426	9056
11834	1320
7980	10174
12336	5748
11570	15423
3224	12139
4797	15
3885	14646
13234	9312
13270	1851
8670	6903
6650	14498
4817	1890
2236	16737
10144	11295
11864	11105
330	2720
15768	18198
11386	12556
11055	8373
15071	9071
8023	7063
4461	796
8639	10530
14835	4714
10066	10635
11465	967
16278	14329
11620	5705
15352	12114
17293	8739
7189	509
15743	17839
4777	15447
8863	14907
17243	3908
6236	14849
12988	13619
4569	6256
14044	3665
17137	11622
7838	17315
13025	11204
8950	4782
13678	3226
17729	15264
6915	14468
18327	772
6066	9696
6236	13471
14023	14
17264	16965
13258	7181
1399	9661
5808	15112
5739	5545
12858	1890
16864	15121
5621	16835
11330	11150
7816	2693
2721	372
1597	2716
12046	15391
10986	5508
10507	10923
11821	17293
15877	614
7189	9729
5808	14046
16381	4671
8955	8006
3914	6491
16189	4109
15566	13865
1931	10860
7847	2121
11782	6674
15026	10594
12368	8424
1769	6153
6233	8634
18236	14068
5914	15179
13581	6068
17521	6213
10261	8857
3231	3581
14218	13701
6428	6110
7231	1074
15179	254
10980	10949
15072	15698
4628	2059
10417	11765
18283	4826
6541	3710
5169	4109
16830	14930
14365	12165
4036	13790
17293	2688
4036	6059
7838	10380
613	6116
14364	8196
319	668
671	2535
11330	105
17264	2248
1272	4675
5343	12212
3155	6753
17849	5385
5429	10894
6992	8299
6885	2577
12815	2816
12080	6812
18283	2749
14758	6580
17292	6847
3720	1874
6509	15869
203	7378
13696	14018
18114	9786
17816	18014
15738	12408
11815	1973
5029	17863
17883	11961
3320	8804
5694	3868
7060	17683
12621	14163
4068	12376
13696	6467
8514	2638
11182	7081
12509	9018
18393	4464
609	17539
14906	2299
5129	4276
15352	7772
17516	15277
16672	2188
17952	13196
18152	6333
10860	12286
16803	18352
16210	254
16186	11865
5322	7269
14983	78
17264	15114
7838	5218
15352	10616
15920	15823
12521	12167
7155	14101
13196	2964
809	4655
16699	6488
1752	7217
13539	2100
3723	963
15352	15971
14576	17664
15493	10112
4965	4673
8397	14729
3347	17729
6472	13007
2742	2851
10464	18074
4464	14654
515	13217
15879	5240
15879	13255
15352	8857
11966	12307
1410	16979
10715	8283
11381	9408
5373	9107
8410	16698
868	18353
17768	18090
2217	11703
13906	7312
2601	3856
5784	12375
5373	14392
13677	18188
18259	12806
3320	2503
11330	6303
12297	13935
17315	842
5846	16083
14751	8236
15633	5304
18114	10883
7818	4470
4038	3954
515	3798
2176	5647
14506	18253
5129	227
14737	5205
17767	15720
10191	12944
15743	200
17533	13427
1132	9586
17952	7269
10144	11012
15072	2110
9511	6774
12171	18425
9108	367
3485	10896
16687	1108
7067	18223
14575	17596
370	16105
10737	13815
15352	97
7367	1899
10191	7342
11782	11087
17642	14015
5784	3113
17520	12779
11815	9955
14376	17325
5570	4050
12062	5673
1434	4470
15100	9609
18280	10004
15566	10796
3910	11608
17264	11476
511	15967
6158	16278
10289	12850
15352	8167
12070	9862
7522	18248
15264	12408
15179	15356
3458	17249
13264	7828
4017	10971
11417	2346
12293	779
9152	12436
13339	5839
13123	3124
12153	13497
15555	7144
16830	9244
9885	12759
2513	16131
3616	2789
10167	11898
7533	15219
18217	16703
10258	9599
17521	18074
18280	9936
18169	8739
12352	9815
9002	17829
8857	1328
15914	6503
15356	6903
14994	6158
11873	3694
271	14686
17520	1320
17593	5024
5739	17017
6915	5553
4461	12181
11782	4903
8099	2615
18430	8642
14474	10860
11912	10889
17158	2690
13404	11482
16348	10821
12478	6284
3210	14917
17521	17446
16638	288
3458	6025
15879	3974
15194	11836
9002	18425
2217	11580
1922	10538
15739	1677
11782	8857
17844	1824
9387	18226
8219	6339
8655	14394
13678	8221
3458	883
671	3826
8797	10024
8950	12428
12944	8481
11782	7523
17987	3017
3900	9966
3720	9052
12524	1328
17162	1370
16184	6388
2499	5487
7231	1320
10543	7351
15026	14179
7573	12386
17844	3841
12062	7549
6995	14767
17952	16976
7002	9451
10179	307
17158	7568
3914	5129
2499	10360
13120	8181
11056	8425
7517	13482
16644	15566
16210	15578
2208	10758
3683	2236
6236	3418
1787	4002
8411	12195
13572	15486
8283	5306
6395	15918
3496	2209
9614	5348
10676	7828
4298	7833
8426	4431
10625	3410
8362	15381
14197	18384
13696	18461
17176	11146
12946	2602
15179	3405
6000	2347
11726	4927
6137	14686
10004	17400
6958	8722
11212	5924
180	13705
11702	15549
6475	11174
17890	7857
8950	4675
5169	9330
12858	5013
9387	16935
6236	16432
5700	10191
15743	5455
1512	6655
12031	14198
8496	18432
10167	8012
10689	17789
12446	595
4221	8826
12352	12855
359	17006
7847	15221
1448	17325
17158	10758
1615	7577
15007	5018
13923	254
7594	5083
9781	14277
10507	10894
2561	2730
8236	3914
12498	21
1440	16342
7838	17664
12578	1641
18238	6915
18288	3913
13404	15063
3771	2904
12167	1979
13705	15447
9930	5330
15406	7759
8426	2455
11195	10337
7490	15122
2072	6746
14926	11297
11782	14146
13039	5352
5995	4111
9525	6284
5654	10081
2742	1791
16343	12068
1426	16800
3485	15292
8818	1295
13696	16134
8818	15849
10144	11715
17042	4129
11782	9331
4221	6375
18169	5739
11815	14287
11330	7145
13639	15105
12855	3581
13678	12231
16976	1320
13076	7175
4944	5691
6230	11593
355	188
11330	5452
10165	11852
1115	11145
13696	11420
12456	4835
17039	10239
16559	18250
7189	169
14317	17948
18108	4609
6398	528
12524	15371
14044	13114
15352	2390
18169	7690
10680	16446
10946	5479
12938	7781
15971	835
2072	2716
9508	14287
13404	7151
5280	8368
370	10441
9722	2503
6541	4300
13449	11931
17844	5237
11108	1426
12080	5437
3421	7733
13678	13109
3885	16138
4176	14738
18238	1208
15743	11228
16320	9563
11055	13172
13044	9407
1191	17293
4488	746
2394	13515
10128	8538
8472	7863
2301	8910
8564	1426
8798	5619
12277	9747
2413	17291
15837	8423
10305	7835
17864	9056
17392	5864
17162	11154
10632	5929
15837	1079
12070	2584
5917	12376
7292	7002
7490	7150
13404	5657
14880	2082
2048	731
17667	8236
8661	4226
3238	6752
11787	9844
18069	15089
15743	1150
6475	5689
3952	8236
7053	7107
6380	12896
2885	12615
6541	9338
4464	9071
11496	7856
2570	16479
1893	17321
2030	7857
4038	16914
10986	1182
12080	13258
5982	15299
3662	9401
8828	17303
17582	2188
10332	7828
16712	1597
7838	6047
16342	16285
16559	8168
2511	6867
12634	11154
15493	13854
17650	17344
370	1701
12184	1285
8655	16575
17144	14179
18169	8027
17243	5225
13448	6522
7269	8392
4641	2273
14307	1954
5903	6584
3319	694
6543	11829
15069	11882
6236	17302
198	6698
4203	157
11424	11890
15632	12032
18406	4694
330	17539
14307	15682
6000	5413
4176	6678
16791	6229
1896	2503
8950	17373
10921	3103
8219	17919
4420	6964
17158	13007
15577	8393
7189	6867
7231	3740
5373	710
11330	16679
1896	4002
12354	2207
3827	18148
3591	11364
7004	18452
4877	1458
11212	7217
6989	6699
13923	5455
1010	18425
4797	6931
5358	12025
6460	15849
7053	12176
11330	4458
17264	6613
15056	5498
3743	7746
10332	16300
17292	7926
7490	7172
10858	511
5024	4111
8267	11712
13448	9714
10652	17019
14284	6974
11570	18465
17315	7269
5864	14956
11465	15637
9393	6699
1024	17368
15023	544
8152	16976
5910	13902
8177	53
7473	13496
5129	5501
15493	11765
8105	2756
6989	7828
16891	3913
13035	15308
5420	17737
826	4953
11699	13992
8655	11995
17667	8345
1874	163
9494	2555
16672	12632
16278	2639
12082	12046
9071	14044
7680	8422
5864	10525
1505	7529
4340	15653
6636	3415
3237	254
1615	2605
9044	17785
14351	14905
16141	13081
16576	14221
17844	14410
796	16079
4733	2220
12632	14006
6541	7369
10986	1285
11330	13097
8769	4082
9428	18461
18283	2938
17481	7403
3885	13063
7806	7594
6553	796
16210	2528
10886	17321
11330	17427
15356	1201
11293	2099
7312	14206
17082	3517
671	5880
4569	5698
5322	8576
7689	16626
8724	13645
11465	14573
13123	13007
11330	15110
12819	13788
18244	817
7231	7323
11330	13037
14351	13611
13493	6673
13696	3389
4248	13652
1037	9526
9393	18226
6989	460
11894	1890
2208	16342
1425	17353
13657	5700
13448	4054
11782	2698
11911	6962
12987	2021
8292	10591
11635	8225
11635	490
690	10740
11465	12428
17054	5755
5455	13979
3765	532
18159	17443
5455	3713
533	15817
6541	9756
4318	17980
3971	14044
13678	3296
2484	15430
8655	13618
8104	13327
14896	9127
6541	8182
3525	13258
3014	2823
277	10400
15352	10045
15564	17293
16123	6159
12070	13144
15069	5976
10589	16088
12070	4589
14756	4323
6110	5125
8950	254
784	5553
5075	12543
9766	9833
16699	4536
16678	5291
4809	3272
7231	3269
17529	18363
4076	9796
6739	17293
16202	10970
15026	1768
8950	3104
7671	13235
13678	9041
15466	1194
16638	4878
2991	5557
15743	14373
18414	2125
10332	4315
12944	17876
2121	4964
18108	2503
15971	4324
4699	5463
7594	3013
140	11635
13810	1914
16752	14880
12059	14923
13404	8877
16672	15230
15879	3606
15352	14207
13572	1130
1903	470
18107	12435
2720	8588
5917	17591
5808	8986
13923	4464
5691	7144
180	16100
15442	15395
17827	2188
12352	13652
8950	15462
5075	13687
1753	13315
11787	8486
4876	17909
8152	12584
8988	13540
11330	9811
3683	8182
3792	13872
10165	796
16810	13327
1024	2246
7577	3323
2302	12467
11498	9056
13749	9831
3408	11021
11782	9936
1024	545
8236	6325
7181	3681
3017	2177
1031	9729
12212	17694
4105	13066
7695	17190
11363	6330
2267	14594
5616	369
4221	17105
8992	17664
16638	1288
10284	120
